OrderID,ReturnDate,ReturnReason
O074516,2023-11-25,Late Delivery
O074529,2023-06-27,Quality Issue
O074554,2025-12-07,Damaged
O074559,2023-05-29,Customer Changed Mind
O074563,2025-07-15,Damaged
O074567,2023-06-09,Customer Changed Mind
O074578,2024-04-18,Customer Changed Mind
O074589,2024-03-09,Damaged
O074608,2024-09-24,Late Delivery
O074614,2025-01-24,Wrong Product
O074644,2023-12-25,Wrong Product
O074652,2023-10-16,Wrong Product
O074700,2023-10-22,Wrong Product
O074714,2023-05-08,Damaged
O074729,2024-06-08,Customer Changed Mind
O074730,2025-04-21,Damaged
O074748,2024-02-05,Quality Issue
O074772,2023-12-29,Wrong Product
O074797,2024-04-11,Customer Changed Mind
O074820,2024-12-16,Damaged
O074886,2025-02-06,Wrong Product
O074897,2025-07-09,Late Delivery
O074908,2024-04-03,Quality Issue
O074913,2024-10-27,Late Delivery
O074947,2024-09-02,Wrong Product
O075005,2024-06-14,Damaged
O075013,2025-02-28,Quality Issue
O075020,2024-04-18,Quality Issue
O075070,2023-10-21,Late Delivery
O075085,2025-05-29,Wrong Product
O075088,2025-02-11,Damaged
O075101,2024-10-06,Wrong Product
O075116,2023-03-29,Late Delivery
O075127,2024-12-11,Damaged
O075133,2025-11-06,Damaged
O075134,2025-06-27,Customer Changed Mind
O075155,2023-06-01,Wrong Product
O075159,2025-09-23,Customer Changed Mind
O075165,2025-09-09,Late Delivery
O075171,2025-08-14,Late Delivery
O075185,2023-07-08,Wrong Product
O075197,2023-07-19,Late Delivery
O075204,2024-04-29,Quality Issue
O075214,2024-01-16,Late Delivery
O075232,2024-06-04,Customer Changed Mind
O075233,2023-07-18,Late Delivery
O075241,2023-05-06,Late Delivery
O075254,2025-10-26,Damaged
O075258,2025-05-01,Damaged
O075264,2025-09-13,Wrong Product
O075281,2025-04-02,Damaged
O075296,2023-04-18,Wrong Product
O075311,2023-03-19,Customer Changed Mind
O075317,2025-09-02,Late Delivery
O075321,2024-05-16,Wrong Product
O075324,2025-08-25,Late Delivery
O075359,2023-12-31,Customer Changed Mind
O075422,2023-03-23,Damaged
O075433,2024-07-11,Customer Changed Mind
O075449,2023-12-21,Wrong Product
O075475,2024-11-22,Quality Issue
O075489,2024-10-21,Damaged
O075490,2025-11-19,Customer Changed Mind
O075495,2023-01-12,Late Delivery
O075496,2023-03-12,Late Delivery
O075498,2023-05-11,Damaged
O075511,2023-08-07,Late Delivery
O075542,2024-09-16,Wrong Product
O075560,2025-05-30,Late Delivery
O075563,2023-05-31,Late Delivery
O075566,2023-12-24,Customer Changed Mind
O075582,2025-05-29,Quality Issue
O075587,2023-07-28,Wrong Product
O075596,2023-09-10,Damaged
O075646,2025-03-09,Wrong Product
O075664,2025-10-11,Damaged
O075684,2024-09-24,Customer Changed Mind
O075693,2024-07-22,Quality Issue
O075713,2025-11-27,Quality Issue
O075714,2024-10-05,Customer Changed Mind
O075721,2024-03-28,Wrong Product
O075735,2025-05-24,Wrong Product
O075740,2024-11-26,Quality Issue
O075760,2024-07-16,Damaged
O075763,2024-12-31,Quality Issue
O075766,2023-11-09,Late Delivery
O075768,2024-12-24,Customer Changed Mind
O075777,2023-07-28,Wrong Product
O075804,2024-10-05,Late Delivery
O075811,2023-09-02,Wrong Product
O075813,2025-04-19,Late Delivery
O075839,2025-06-16,Customer Changed Mind
O075859,2025-01-13,Late Delivery
O075899,2023-12-14,Damaged
O075905,2025-07-31,Damaged
O075908,2024-08-06,Late Delivery
O075940,2024-03-08,Wrong Product
O075943,2023-12-29,Late Delivery
O075959,2024-10-23,Damaged
O075963,2024-12-22,Late Delivery
O075990,2024-04-23,Wrong Product
O075995,2025-04-11,Late Delivery
O076000,2023-07-31,Late Delivery
O076018,2024-10-28,Customer Changed Mind
O076039,2024-01-27,Damaged
O076063,2024-10-19,Wrong Product
O076072,2025-10-12,Customer Changed Mind
O076073,2025-09-03,Late Delivery
O076096,2023-03-11,Wrong Product
O076124,2024-11-02,Late Delivery
O076140,2024-06-13,Quality Issue
O076163,2024-04-02,Late Delivery
O076170,2024-09-19,Damaged
O076183,2024-07-20,Late Delivery
O076185,2024-01-17,Late Delivery
O076186,2023-06-07,Wrong Product
O076193,2024-10-04,Late Delivery
O076219,2025-02-05,Customer Changed Mind
O076221,2023-12-11,Quality Issue
O076240,2023-11-06,Wrong Product
O076253,2023-10-21,Wrong Product
O076271,2023-07-07,Late Delivery
O076304,2023-08-20,Quality Issue
O076312,2023-03-11,Quality Issue
O076318,2024-03-18,Wrong Product
O076330,2023-09-26,Customer Changed Mind
O076332,2025-07-09,Customer Changed Mind
O076401,2023-06-12,Wrong Product
O076423,2024-08-28,Late Delivery
O076436,2023-04-26,Late Delivery
O076486,2023-04-05,Customer Changed Mind
O076502,2023-08-03,Late Delivery
O076508,2025-04-03,Customer Changed Mind
O076539,2024-11-19,Customer Changed Mind
O076559,2025-04-25,Damaged
O076567,2024-10-09,Wrong Product
O076594,2024-02-03,Late Delivery
O076599,2025-08-19,Damaged
O076604,2024-05-20,Late Delivery
O076611,2023-01-21,Damaged
O076615,2023-08-30,Damaged
O076617,2024-07-23,Late Delivery
O076627,2023-12-08,Late Delivery
O076666,2024-01-11,Quality Issue
O076667,2025-02-27,Wrong Product
O076684,2025-10-04,Wrong Product
O076689,2024-03-29,Quality Issue
O076722,2023-03-28,Wrong Product
O076742,2023-11-01,Damaged
O076744,2023-11-30,Late Delivery
O076752,2025-02-08,Customer Changed Mind
O076758,2025-02-15,Damaged
O076763,2025-07-07,Damaged
O076791,2025-02-06,Quality Issue
O076817,2024-11-30,Wrong Product
O076819,2024-10-13,Quality Issue
O076826,2023-06-29,Customer Changed Mind
O076856,2023-05-28,Wrong Product
O076858,2023-12-02,Damaged
O076874,2024-03-22,Late Delivery
O076876,2024-07-05,Wrong Product
O076896,2024-01-27,Damaged
O076899,2025-01-24,Late Delivery
O076909,2025-05-24,Customer Changed Mind
O076940,2024-04-30,Quality Issue
O076941,2023-03-23,Wrong Product
O076954,2023-06-27,Late Delivery
O076959,2024-04-12,Damaged
O076986,2023-06-23,Late Delivery
O076990,2023-07-24,Quality Issue
O077000,2024-08-10,Late Delivery
O077014,2024-02-23,Quality Issue
O077016,2025-09-04,Wrong Product
O077020,2025-12-29,Customer Changed Mind
O077027,2025-05-14,Customer Changed Mind
O077029,2023-06-08,Customer Changed Mind
O077045,2023-04-07,Damaged
O077053,2025-05-30,Wrong Product
O077086,2024-10-11,Damaged
O077097,2025-09-10,Wrong Product
O077107,2023-04-01,Damaged
O077121,2024-12-05,Wrong Product
O077173,2023-04-12,Damaged
O077200,2025-01-29,Wrong Product
O077206,2023-05-15,Late Delivery
O077210,2024-03-20,Quality Issue
O077238,2025-09-01,Wrong Product
O077249,2023-03-07,Customer Changed Mind
O077260,2025-02-20,Customer Changed Mind
O077263,2025-12-21,Wrong Product
O077269,2023-09-27,Wrong Product
O077275,2025-10-09,Late Delivery
O077299,2025-07-07,Damaged
O077318,2025-11-25,Late Delivery
O077322,2025-08-09,Late Delivery
O077334,2025-06-13,Quality Issue
O077368,2025-03-11,Quality Issue
O077383,2023-01-20,Customer Changed Mind
O077399,2023-05-13,Wrong Product
O077400,2023-07-15,Customer Changed Mind
O077412,2025-10-05,Late Delivery
O077420,2023-11-15,Customer Changed Mind
O077434,2023-12-04,Wrong Product
O077440,2023-02-26,Customer Changed Mind
O077446,2024-04-05,Late Delivery
O077448,2025-10-03,Damaged
O077451,2025-08-16,Late Delivery
O077480,2025-11-02,Wrong Product
O077484,2025-09-23,Wrong Product
O077485,2023-12-29,Wrong Product
O077505,2025-03-01,Damaged
O077517,2024-05-26,Customer Changed Mind
O077519,2023-12-15,Wrong Product
O077525,2025-04-23,Late Delivery
O077533,2024-03-11,Late Delivery
O077541,2023-01-08,Damaged
O077545,2025-05-20,Quality Issue
O077565,2024-05-15,Wrong Product
O077568,2024-09-19,Wrong Product
O077570,2023-11-08,Late Delivery
O077571,2024-06-07,Damaged
O077572,2024-03-19,Customer Changed Mind
O077586,2024-01-06,Damaged
O077618,2024-08-03,Customer Changed Mind
O077636,2025-07-30,Customer Changed Mind
O077637,2024-04-13,Quality Issue
O077640,2025-05-20,Damaged
O077683,2024-04-21,Wrong Product
O077690,2024-02-26,Customer Changed Mind
O077712,2024-08-14,Damaged
O077737,2023-03-02,Quality Issue
O077739,2023-02-16,Late Delivery
O077773,2025-05-02,Wrong Product
O077778,2024-08-04,Wrong Product
O077807,2024-08-12,Late Delivery
O077822,2024-05-03,Customer Changed Mind
O077845,2023-12-29,Damaged
O077858,2024-11-09,Wrong Product
O077872,2025-11-16,Customer Changed Mind
O077875,2024-08-12,Late Delivery
O077907,2025-03-01,Wrong Product
O077950,2025-05-11,Customer Changed Mind
O077961,2023-02-11,Late Delivery
O077975,2025-09-11,Damaged
O078018,2025-05-13,Late Delivery
O078023,2025-09-12,Customer Changed Mind
O078026,2025-08-12,Customer Changed Mind
O078075,2025-06-19,Late Delivery
O078080,2023-01-17,Wrong Product
O078095,2024-09-25,Late Delivery
O078097,2025-05-08,Quality Issue
O078113,2025-10-17,Wrong Product
O078141,2025-09-30,Quality Issue
O078161,2024-06-12,Late Delivery
O078182,2024-03-31,Damaged
O078189,2023-09-07,Damaged
O078194,2024-05-14,Damaged
O078202,2023-05-30,Wrong Product
O078205,2024-02-07,Quality Issue
O078207,2024-04-05,Customer Changed Mind
O078220,2024-04-24,Late Delivery
O078236,2023-02-05,Damaged
O078269,2024-01-08,Quality Issue
O078271,2024-10-18,Damaged
O078274,2024-10-04,Quality Issue
O078312,2026-01-03,Quality Issue
O078348,2025-09-29,Late Delivery
O078358,2023-09-08,Damaged
O078360,2024-06-02,Damaged
O078373,2024-12-11,Wrong Product
O078388,2025-08-05,Damaged
O078393,2024-08-18,Wrong Product
O078405,2024-05-02,Customer Changed Mind
O078442,2025-06-23,Damaged
O078455,2025-12-04,Wrong Product
O078457,2023-05-09,Wrong Product
O078473,2023-03-29,Damaged
O078483,2025-11-01,Quality Issue
O078491,2023-01-23,Quality Issue
O078522,2024-10-26,Wrong Product
O078546,2023-08-10,Customer Changed Mind
O078578,2025-01-04,Damaged
O078584,2025-09-09,Late Delivery
O078610,2024-05-17,Late Delivery
O078625,2023-08-30,Damaged
O078634,2023-06-26,Late Delivery
O078638,2023-08-25,Quality Issue
O078651,2023-02-18,Quality Issue
O078652,2023-07-25,Quality Issue
O078661,2024-01-19,Late Delivery
O078663,2024-01-24,Damaged
O078666,2025-10-05,Customer Changed Mind
O078670,2025-03-21,Late Delivery
O078679,2025-02-21,Late Delivery
O078686,2024-12-26,Late Delivery
O078691,2023-04-11,Quality Issue
O078699,2023-10-30,Customer Changed Mind
O078706,2024-01-10,Customer Changed Mind
O078715,2024-05-30,Quality Issue
O078743,2023-05-11,Quality Issue
O078748,2024-12-04,Customer Changed Mind
O078756,2023-10-19,Quality Issue
O078797,2023-02-18,Wrong Product
O078805,2023-08-23,Damaged
O078816,2025-03-26,Wrong Product
O078831,2024-11-10,Wrong Product
O078848,2023-05-28,Wrong Product
O078868,2025-05-17,Quality Issue
O078888,2024-03-25,Damaged
O078919,2023-03-13,Late Delivery
O078946,2025-10-25,Late Delivery
O078951,2024-05-19,Customer Changed Mind
O078955,2023-04-08,Quality Issue
O078964,2024-08-15,Customer Changed Mind
O078975,2024-08-22,Damaged
O079008,2025-10-01,Damaged
O079012,2023-04-23,Damaged
O079032,2025-10-02,Late Delivery
O079037,2023-05-10,Quality Issue
O079062,2023-07-10,Late Delivery
O079075,2025-06-06,Customer Changed Mind
O079087,2024-05-16,Customer Changed Mind
O079088,2025-06-07,Quality Issue
O079094,2024-11-13,Wrong Product
O079103,2023-12-13,Wrong Product
O079116,2025-10-16,Late Delivery
O079120,2024-02-08,Quality Issue
O079128,2023-05-30,Late Delivery
O079152,2023-02-17,Quality Issue
O079175,2025-02-28,Damaged
O079186,2024-05-05,Customer Changed Mind
O079219,2025-04-26,Damaged
O079245,2023-12-01,Customer Changed Mind
O079262,2023-04-13,Wrong Product
O079272,2024-07-29,Customer Changed Mind
O079294,2025-08-31,Wrong Product
O079296,2025-07-28,Wrong Product
O079303,2023-04-29,Wrong Product
O079319,2025-11-09,Late Delivery
O079323,2023-09-20,Customer Changed Mind
O079338,2025-01-04,Damaged
O079341,2024-10-13,Quality Issue
O079358,2025-02-23,Wrong Product
O079388,2023-04-27,Quality Issue
O079413,2023-09-12,Damaged
O079417,2025-09-06,Late Delivery
O079421,2024-05-04,Late Delivery
O079433,2023-12-19,Late Delivery
O079445,2024-06-21,Wrong Product
O079504,2023-10-25,Late Delivery
O079506,2025-02-25,Damaged
O079527,2023-11-27,Customer Changed Mind
O079562,2024-06-20,Late Delivery
O079568,2024-05-01,Customer Changed Mind
O079573,2024-03-07,Wrong Product
O079588,2023-06-27,Wrong Product
O079602,2023-10-25,Damaged
O079623,2025-10-18,Quality Issue
O079655,2023-11-24,Customer Changed Mind
O079657,2024-07-24,Wrong Product
O079662,2023-06-10,Customer Changed Mind
O079667,2025-06-13,Quality Issue
O079679,2023-09-22,Wrong Product
O079688,2025-01-30,Damaged
O079701,2023-05-31,Late Delivery
O079708,2025-07-30,Quality Issue
O079726,2024-05-10,Damaged
O079748,2023-04-27,Damaged
O079756,2025-08-21,Damaged
O079792,2023-07-22,Late Delivery
O079797,2024-11-06,Wrong Product
O079801,2025-03-23,Damaged
O079812,2025-07-28,Damaged
O079818,2024-04-11,Damaged
O079831,2024-03-14,Wrong Product
O079838,2024-11-27,Late Delivery
O079847,2023-06-14,Quality Issue
O079854,2024-04-21,Customer Changed Mind
O079861,2025-01-17,Damaged
O079875,2024-08-28,Damaged
O079878,2026-01-04,Late Delivery
O079884,2025-06-08,Wrong Product
O079897,2023-02-02,Damaged
O079915,2023-02-15,Damaged
O079929,2024-08-31,Quality Issue
O079936,2023-05-18,Late Delivery
O079961,2025-07-20,Damaged
O079966,2023-11-10,Customer Changed Mind
O079969,2023-05-26,Quality Issue
O079984,2023-05-05,Wrong Product
O079998,2025-09-23,Damaged
O080012,2024-01-24,Customer Changed Mind
O080026,2024-01-08,Wrong Product
O080059,2023-08-25,Wrong Product
O080086,2024-12-20,Damaged
O080091,2025-07-21,Damaged
O080095,2023-03-31,Late Delivery
O080098,2025-09-09,Customer Changed Mind
O080111,2023-08-25,Wrong Product
O080116,2024-03-28,Customer Changed Mind
O080126,2024-09-03,Quality Issue
O080136,2024-10-01,Damaged
O080141,2024-06-14,Late Delivery
O080158,2023-11-21,Damaged
O080161,2023-01-30,Wrong Product
O080164,2024-03-13,Late Delivery
O080174,2025-06-11,Damaged
O080186,2025-09-01,Customer Changed Mind
O080188,2024-12-26,Wrong Product
O080195,2023-07-26,Late Delivery
O080198,2025-12-15,Quality Issue
O080258,2025-07-13,Quality Issue
O080310,2024-06-07,Quality Issue
O080318,2024-04-16,Late Delivery
O080325,2025-04-02,Quality Issue
O080330,2024-07-21,Damaged
O080332,2024-07-20,Customer Changed Mind
O080336,2024-08-05,Customer Changed Mind
O080341,2023-12-21,Quality Issue
O080345,2025-03-07,Customer Changed Mind
O080358,2025-07-12,Quality Issue
O080366,2023-09-11,Quality Issue
O080406,2024-07-10,Late Delivery
O080411,2023-06-27,Damaged
O080430,2023-11-26,Late Delivery
O080431,2025-08-08,Late Delivery
O080456,2024-05-30,Damaged
O080476,2024-05-09,Late Delivery
O080477,2024-05-09,Damaged
O080486,2024-11-16,Customer Changed Mind
O080526,2023-05-24,Late Delivery
O080535,2024-03-09,Customer Changed Mind
O080538,2023-09-19,Late Delivery
O080543,2023-08-16,Customer Changed Mind
O080552,2023-03-24,Wrong Product
O080557,2023-02-07,Quality Issue
O080591,2023-12-12,Late Delivery
O080597,2023-10-10,Wrong Product
O080606,2023-10-24,Customer Changed Mind
O080608,2023-02-07,Quality Issue
O080617,2023-05-02,Late Delivery
O080629,2025-05-10,Customer Changed Mind
O080657,2025-08-21,Quality Issue
O080667,2024-09-13,Late Delivery
O080683,2026-01-06,Customer Changed Mind
O080688,2024-03-04,Customer Changed Mind
O080720,2024-12-04,Late Delivery
O080724,2024-07-15,Late Delivery
O080727,2024-04-13,Wrong Product
O080731,2023-03-13,Late Delivery
O080755,2024-10-21,Damaged
O080775,2025-06-11,Late Delivery
O080783,2023-12-27,Customer Changed Mind
O080790,2025-07-12,Late Delivery
O080794,2023-02-16,Late Delivery
O080795,2024-07-07,Damaged
O080835,2024-08-13,Quality Issue
O080845,2024-08-17,Damaged
O080854,2025-10-14,Damaged
O080887,2025-03-31,Wrong Product
O080891,2024-03-08,Wrong Product
O080896,2024-03-02,Quality Issue
O080906,2024-07-18,Late Delivery
O080931,2023-04-10,Quality Issue
O080950,2025-08-24,Wrong Product
O080957,2024-03-19,Late Delivery
O080964,2024-12-23,Customer Changed Mind
O080965,2024-03-28,Customer Changed Mind
O080970,2024-06-19,Wrong Product
O080974,2023-06-20,Late Delivery
O080977,2023-05-28,Wrong Product
O080978,2023-06-02,Quality Issue
O080987,2024-06-30,Damaged
O081012,2023-05-25,Quality Issue
O081026,2025-03-05,Late Delivery
O081035,2025-02-04,Wrong Product
O081057,2025-11-15,Late Delivery
O081064,2023-01-16,Damaged
O081074,2023-06-26,Damaged
O081076,2025-10-21,Wrong Product
O081078,2025-01-14,Wrong Product
O081087,2025-03-17,Quality Issue
O081115,2023-07-22,Wrong Product
O081131,2023-02-28,Late Delivery
O081156,2023-09-01,Customer Changed Mind
O081159,2025-10-22,Quality Issue
O081205,2023-09-26,Quality Issue
O081220,2025-04-09,Wrong Product
O081240,2024-07-14,Wrong Product
O081264,2025-10-02,Quality Issue
O081272,2025-01-13,Customer Changed Mind
O081299,2024-11-14,Customer Changed Mind
O081305,2025-11-01,Damaged
O081308,2025-02-07,Damaged
O081320,2024-01-21,Late Delivery
O081322,2024-01-30,Wrong Product
O081347,2024-03-21,Wrong Product
O081359,2024-09-22,Late Delivery
O081367,2025-12-19,Damaged
O081397,2023-12-02,Quality Issue
O081404,2025-01-21,Customer Changed Mind
O081413,2025-07-31,Late Delivery
O081432,2025-03-19,Customer Changed Mind
O081435,2023-01-19,Wrong Product
O081457,2024-08-31,Damaged
O081502,2023-06-27,Wrong Product
O081504,2025-05-17,Late Delivery
O081524,2024-01-02,Wrong Product
O081551,2025-05-10,Customer Changed Mind
O081556,2023-03-07,Late Delivery
O081576,2024-08-14,Customer Changed Mind
O081598,2026-01-02,Customer Changed Mind
O081636,2023-10-03,Damaged
O081641,2024-07-16,Damaged
O081668,2023-07-30,Wrong Product
O081686,2023-12-10,Damaged
O081692,2023-05-25,Wrong Product
O081710,2024-05-17,Late Delivery
O081752,2023-04-10,Late Delivery
O081777,2025-03-17,Customer Changed Mind
O081788,2023-07-08,Wrong Product
O081790,2025-01-04,Late Delivery
O081791,2023-08-22,Wrong Product
O081825,2023-08-22,Quality Issue
O081826,2025-12-19,Quality Issue
O081828,2024-06-21,Quality Issue
O081830,2023-12-01,Wrong Product
O081832,2023-12-11,Customer Changed Mind
O081836,2024-05-03,Damaged
O081844,2023-10-06,Wrong Product
O081866,2023-05-27,Wrong Product
O081905,2025-04-08,Wrong Product
O081918,2024-12-02,Customer Changed Mind
O081921,2024-09-17,Damaged
O081928,2024-09-27,Damaged
O081947,2025-01-20,Damaged
O081963,2023-12-30,Quality Issue
O082028,2025-02-17,Quality Issue
O082040,2024-01-21,Customer Changed Mind
O082049,2024-02-16,Customer Changed Mind
O082078,2023-03-19,Customer Changed Mind
O082083,2024-10-01,Quality Issue
O082099,2025-11-28,Damaged
O082103,2024-04-06,Quality Issue
O082109,2024-03-21,Quality Issue
O082118,2025-02-06,Quality Issue
O082127,2025-06-22,Late Delivery
O082158,2024-11-10,Damaged
O082169,2025-11-14,Damaged
O082171,2024-03-17,Wrong Product
O082175,2025-11-23,Wrong Product
O082182,2023-08-19,Wrong Product
O082193,2024-12-10,Wrong Product
O082208,2025-10-09,Customer Changed Mind
O082244,2023-03-27,Customer Changed Mind
O082267,2024-08-29,Late Delivery
O082273,2024-04-03,Wrong Product
O082301,2023-02-17,Late Delivery
O082309,2024-11-22,Quality Issue
O082332,2023-01-30,Late Delivery
O082333,2025-04-08,Late Delivery
O082352,2024-06-11,Damaged
O082353,2025-11-18,Quality Issue
O082404,2025-12-04,Customer Changed Mind
O082411,2023-04-06,Wrong Product
O082416,2025-05-28,Late Delivery
O082426,2024-02-05,Late Delivery
O082440,2025-05-14,Damaged
O082443,2025-06-14,Wrong Product
O082448,2023-10-03,Late Delivery
O082451,2023-01-21,Wrong Product
O082473,2024-12-27,Customer Changed Mind
O082486,2025-03-22,Quality Issue
O082489,2024-11-10,Customer Changed Mind
O082508,2025-10-10,Customer Changed Mind
O082511,2024-04-04,Wrong Product
O082536,2024-07-09,Customer Changed Mind
O082539,2023-05-04,Damaged
O082543,2024-09-22,Late Delivery
O082571,2025-02-26,Wrong Product
O082577,2025-04-07,Customer Changed Mind
O082579,2023-02-11,Customer Changed Mind
O082583,2025-01-26,Wrong Product
O082594,2024-03-01,Wrong Product
O082601,2025-04-10,Wrong Product
O082606,2024-02-03,Wrong Product
O082610,2025-06-11,Wrong Product
O082625,2023-05-24,Quality Issue
O082628,2024-01-20,Wrong Product
O082634,2025-04-27,Wrong Product
O082639,2024-09-04,Quality Issue
O082649,2025-03-02,Damaged
O082668,2023-08-16,Wrong Product
O082682,2025-06-21,Customer Changed Mind
O082692,2026-01-02,Wrong Product
O082694,2025-11-26,Customer Changed Mind
O082726,2023-05-26,Late Delivery
O082727,2023-11-30,Wrong Product
O082737,2024-01-02,Quality Issue
O082756,2025-02-27,Wrong Product
O082790,2025-06-02,Customer Changed Mind
O082798,2025-06-25,Damaged
O082801,2024-08-06,Late Delivery
O082829,2024-09-17,Wrong Product
O082831,2025-07-16,Customer Changed Mind
O082854,2023-04-21,Quality Issue
O082865,2023-02-28,Damaged
O082884,2025-05-19,Wrong Product
O082907,2025-04-04,Quality Issue
O082918,2026-01-03,Wrong Product
O082923,2025-05-09,Quality Issue
O082927,2023-04-23,Wrong Product
O082933,2024-11-03,Damaged
O082940,2025-11-23,Late Delivery
O082966,2025-08-07,Quality Issue
O082983,2025-10-01,Quality Issue
O082987,2025-07-19,Quality Issue
O082989,2023-09-18,Quality Issue
O083025,2023-05-29,Customer Changed Mind
O083029,2024-09-10,Customer Changed Mind
O083030,2026-01-01,Customer Changed Mind
O083039,2024-01-11,Quality Issue
O083065,2023-08-18,Customer Changed Mind
O083069,2023-10-19,Damaged
O083070,2023-12-13,Late Delivery
O083090,2025-08-25,Late Delivery
O083106,2024-12-12,Wrong Product
O083111,2024-03-20,Quality Issue
O083112,2025-07-12,Wrong Product
O083147,2023-11-21,Customer Changed Mind
O083153,2025-03-03,Wrong Product
O083154,2025-09-05,Late Delivery
O083167,2023-10-01,Wrong Product
O083171,2023-07-13,Customer Changed Mind
O083177,2024-09-04,Damaged
O083183,2023-11-17,Damaged
O083227,2023-07-17,Late Delivery
O083237,2024-07-22,Late Delivery
O083238,2024-09-30,Damaged
O083244,2024-03-09,Customer Changed Mind
O083252,2025-03-27,Damaged
O083268,2025-03-26,Quality Issue
O083340,2025-10-08,Customer Changed Mind
O083359,2025-04-11,Damaged
O083362,2025-07-09,Quality Issue
O083370,2026-01-01,Quality Issue
O083417,2024-05-30,Customer Changed Mind
O083431,2025-08-17,Damaged
O083436,2025-02-09,Wrong Product
O083471,2024-10-22,Quality Issue
O083483,2023-04-23,Customer Changed Mind
O083501,2024-04-16,Customer Changed Mind
O083526,2025-07-02,Late Delivery
O083536,2024-12-15,Wrong Product
O083539,2023-04-07,Late Delivery
O083541,2023-12-29,Damaged
O083562,2023-06-23,Customer Changed Mind
O083588,2025-02-23,Wrong Product
O083598,2023-06-21,Wrong Product
O083612,2023-03-20,Late Delivery
O083638,2025-08-23,Quality Issue
O083644,2025-01-02,Customer Changed Mind
O083657,2024-02-03,Wrong Product
O083671,2023-02-26,Late Delivery
O083681,2024-10-25,Late Delivery
O083695,2023-11-17,Damaged
O083703,2024-03-15,Customer Changed Mind
O083725,2024-07-16,Late Delivery
O083782,2023-12-09,Late Delivery
O083795,2025-06-02,Quality Issue
O083803,2024-04-02,Quality Issue
O083816,2025-06-11,Customer Changed Mind
O083823,2024-10-18,Wrong Product
O083846,2024-09-03,Wrong Product
O083856,2025-10-18,Wrong Product
O083896,2023-07-30,Quality Issue
O083897,2023-07-29,Wrong Product
O083909,2023-08-09,Wrong Product
O083915,2024-12-19,Damaged
O083918,2024-07-17,Wrong Product
O083931,2023-01-05,Customer Changed Mind
O083937,2023-05-21,Damaged
O083939,2025-01-09,Quality Issue
O083940,2023-08-14,Wrong Product
O083956,2023-01-20,Late Delivery
O083970,2023-08-17,Damaged
O083978,2025-03-04,Wrong Product
O083980,2024-07-31,Late Delivery
O083988,2023-10-22,Damaged
O083991,2023-05-06,Wrong Product
O083994,2024-05-05,Wrong Product
O084004,2023-10-04,Wrong Product
O084023,2024-04-10,Damaged
O084032,2025-12-17,Customer Changed Mind
O084044,2025-05-26,Damaged
O084078,2024-10-19,Wrong Product
O084126,2025-03-30,Late Delivery
O084129,2025-06-05,Wrong Product
O084141,2023-05-20,Late Delivery
O084157,2023-07-05,Wrong Product
O084174,2024-03-19,Quality Issue
O084192,2025-05-19,Quality Issue
O084218,2023-04-02,Late Delivery
O084227,2025-02-24,Wrong Product
O084237,2023-11-26,Quality Issue
O084240,2023-02-27,Customer Changed Mind
O084255,2024-09-14,Customer Changed Mind
O084267,2025-08-28,Damaged
O084269,2024-10-22,Quality Issue
O084273,2024-09-18,Late Delivery
O084287,2023-12-13,Wrong Product
O084298,2025-07-03,Quality Issue
O084309,2024-05-11,Damaged
O084317,2023-06-30,Quality Issue
O084330,2023-08-01,Damaged
O084347,2025-04-09,Quality Issue
O084377,2024-02-19,Customer Changed Mind
O084432,2025-08-28,Quality Issue
O084434,2025-03-02,Late Delivery
O084437,2023-05-03,Customer Changed Mind
O084448,2025-09-17,Late Delivery
O084450,2025-01-12,Late Delivery
O084457,2025-09-14,Customer Changed Mind
O084458,2025-11-07,Customer Changed Mind
O084488,2023-11-06,Damaged
O084501,2024-06-17,Wrong Product
O084504,2023-02-14,Quality Issue
O084537,2025-08-05,Customer Changed Mind
O084565,2024-05-07,Late Delivery
O084580,2023-07-03,Damaged
O084582,2024-11-23,Damaged
O084585,2024-11-11,Damaged
O084603,2023-02-06,Wrong Product
O084624,2025-01-19,Damaged
O084627,2024-04-17,Wrong Product
O084632,2023-08-17,Quality Issue
O084637,2025-10-27,Customer Changed Mind
O084643,2024-09-29,Damaged
O084679,2025-09-25,Late Delivery
O084695,2025-11-06,Quality Issue
O084719,2023-08-16,Customer Changed Mind
O084720,2024-01-19,Wrong Product
O084721,2024-07-24,Wrong Product
O084740,2024-07-09,Quality Issue
O084752,2025-03-15,Wrong Product
O084753,2023-04-20,Damaged
O084762,2025-07-18,Wrong Product
O084768,2024-05-19,Customer Changed Mind
O084769,2025-12-17,Quality Issue
O084770,2024-03-13,Late Delivery
O084800,2025-07-13,Damaged
O084804,2025-02-14,Customer Changed Mind
O084815,2023-03-31,Damaged
O084832,2023-03-05,Late Delivery
O084856,2023-07-08,Damaged
O084865,2025-03-18,Customer Changed Mind
O084866,2023-09-27,Customer Changed Mind
O084890,2025-08-21,Late Delivery
O084911,2023-11-24,Quality Issue
O084927,2025-04-13,Quality Issue
O084951,2023-07-15,Customer Changed Mind
O085005,2023-05-24,Wrong Product
O085022,2025-06-12,Wrong Product
O085024,2025-11-27,Customer Changed Mind
O085026,2025-08-01,Quality Issue
O085027,2024-07-13,Damaged
O085028,2023-06-04,Late Delivery
O085042,2023-04-01,Customer Changed Mind
O085077,2025-11-02,Damaged
